038500,삼표시멘트,970427,-4620,13.67,338,5.9,0.78,7.10,5890,6713,744,363,4960
038530,골드퍼시픽,126089,-4035,0.00,0,-23.5,4.45,32.80,906,120,12,-10,369
038540,상상인,231901,+24200,11.09,2183,41.0,3.93,8.64,6162,3976,1219,1002,11555
038620,위즈코프,84103,-1235,26.28,47,3.7,1.12,13.13,1098,363,9,12,459
038680,에스넷,36030,+4720,50.21,94,2.2,1.15,4.22,4121,2134,46,18,759
038870,에코바이오,19069,-7160,0.00,0,-40.1,1.56,,4603,287,-105,-248,825
038880,아이에이,41817,+3295,0.00,0,-20.4,4.02,,819,608,-40,-88,1360
038950,파인디지털,13619,+4350,0.00,0,-5.1,0.51,,8505,760,-37,-45,444
039010,현대통신,47485,-10900,6.15,1772,28.9,1.57,3.06,6957,1174,176,153,940
039020,이건홀딩스,4736,-3000,14.02,214,2.9,0.44,10.26,6884,2070,61,29,430
039030,이오테크닉스,71215,-54800,15.71,3488,12.7,1.89,8.81,29043,4042,600,430,6730
039200,오스코텍,254643,+22850,0.00,0,-12.7,17.67,,1293,39,-16,-43,6227
039230,에이아이비트,558249,+1565,0.00,0,-33.5,3.74,26.42,419,539,27,-53,822
039240,경남스틸,128828,+2145,12.62,170,5.4,0.66,10.04,3242,2870,66,43,536
