005030,부산주공,3504385,+720,0.00,0,-17.6,0.32,24.73,2247,1907,-23,-101,305
005070,코스모신소재,274643,+25050,47.62,526,13.1,6.27,34.71,3996,3146,85,82,4947
005090,삼광글라스,11209,+36500,49.06,744,1.2,0.59,42.79,61724,3200,-180,25,1772
005110,한창,391018,-1850,43.02,43,3.6,1.64,10.04,1127,1120,45,44,637
005180,빙그레,32545,+68900,20.57,3349,5.6,1.28,7.56,53683,8575,347,296,6788
005190,동성화학,16570,+13250,13.40,989,5.1,0.69,4.13,19067,2043,82,51,707
005250,녹십자홀딩스,50392,+29900,31.31,955,5.5,1.82,11.91,16406,14655,1120,707,14061
005257,녹십자홀딩스2우,989,-20200,0.00,0,,0.00,,0,,,,171
005300,롯데칠성,1163,-1360000,12.53,108521,7.4,0.91,9.98,1497124,22793,754,1215,10871
005305,롯데칠성우,43,-676000,0.00,0,,0.00,,0,,,,524
005320,국동,48993,+3320,0.00,0,-19.0,1.01,,3271,1916,-59,-90,456
005360,모나미,23473,-3015,20.65,146,3.7,0.78,8.60,3876,1377,76,29,570
005380,현대차,231933,124500,8.30,14993,5.9,0.51,8.53,242062,963761,45747,45464,266017
005385,현대차우,8914,-79000,0.00,0,,0.00,,0,,,,19242
005387,현대차2우B,22057,-86700,0.00,0,,0.00,,0,,,,31633
005389,현대차3우B,963,-75900,0.00,0,,0.00,,0,,,,1843
005390,신성통상,406250,-1060,19.27,55,3.6,0.68,12.61,1565,8820,91,79,1523
005420,코스모화학,101842,-19000,12.36,1537,23.9,2.69,13.72,7066,4316,207,273,2967
005430,한국공항,5733,-37700,5.15,7316,7.5,0.38,0.67,99734,4854,270,224,1194
005440,현대그린푸드,106928,+13300,10.24,1299,7.1,0.78,8.45,17132,25340,871,1215,12995
005450,신한,6963,4730,0.00,0,-7.2,0.62,7.30,7682,467,81,-42,332
005490,POSCO,145676,+319000,9.26,34464,6.5,0.64,4.88,501600,606551,46218,29735,278126
005500,삼진제약,60264,+55400,19.16,2891,19.7,3.98,13.92,13919,2453,469,358,7701
005610,SPC삼립,12906,+126000,26.89,4685,13.3,3.88,14.09,32469,20655,547,382,10873
005680,삼영전자,92091,+14500,27.41,529,2.3,0.62,3.61,23542,2294,89,106,2900
005690,파미셀,2545025,+16950,0.00,0,-52.1,17.67,,959,252,-45,-392,10163
005720,넥센,30769,+6070,4.05,1499,9.4,0.38,3.88,16048,3140,734,818,3250
005725,넥센우,160,+4185,0.00,0,,0.00,,0,,,,151
005740,크라운해태홀딩스,15934,+14750,1.02,14475,58.1,0.79,9.40,18608,10021,342,1753,2190
005745,크라운해태홀딩스우,2409,+13000,0.00,0,,0.00,,0,,,,78
005750,대림B&Co,99759,+5250,12.44,422,4.5,0.55,7.55,9576,2329,121,67,875
005800,신영와코루,84,-142000,14.00,10140,3.0,0.42,5.10,338648,1824,60,91,1278
005810,풍산홀딩스,815,-41100,3.98,10325,10.3,0.48,3.47,85824,3148,736,677,3220
005820,원림,540,-19650,10.39,1892,4.2,0.48,3.93,40538,741,50,55,432
005830,DB손해보험,148097,-66100,6.33,10445,15.0,1.01,,65368,135717,8679,6692,46799
005850,에스엘,40370,+20950,7.46,2810,10.2,0.74,5.08,28436,14855,548,962,7095
005870,휴니드,32960,+8820,7.49,1177,15.2,1.09,6.00,8123,1809,181,162,1245
